0,118,59,253,168,NA,Talcott Parsons,https://scholar.google.com//citations?hl=en&user=rWPcKqkAAAAJ,148384,33630
1,150,90,406,315,NA,Theodor Adorno,https://scholar.google.com//citations?hl=en&user=ODdjS34AAAAJ,166953,56347
2,72,44,187,106,NA,C. Wright Mills,https://scholar.google.com//citations?hl=en&user=dqBi45AAAAAJ,107368,32835
3,118,79,356,224,Princeton University,Alejandro Portes,https://scholar.google.com//citations?hl=en&user=P7ocv9gAAAAJ,135528,43756
4,106,68,305,207,university of Michigan,Ronald Inglehart,https://scholar.google.com//citations?hl=en&user=r3vC6IAAAAAJ,107219,38777
5,76,38,144,79,NA,James S. Coleman,https://scholar.google.com//citations?hl=en&user=ROl-Dh0AAAAJ,144965,39647
6,100,71,326,185,NA,Gary Becker,https://scholar.google.com//citations?hl=en&user=nRWVCBQAAAAJ,254693,79230
7,125,75,449,237,NA,Robert Merton,https://scholar.google.com//citations?hl=en&user=FizCgdoAAAAJ,190489,54177
8,96,58,252,168,NA,Émile Durkheim,https://scholar.google.com//citations?hl=en&user=ZCgFBIMAAAAJ,160479,50400
9,96,72,130,115,NA,Erving Goffman,https://scholar.google.com//citations?hl=en&user=rahhbn0AAAAJ,280299,99361
10,160,86,777,486,NA,Kyle Baronet,https://scholar.google.com//citations?hl=en&user=Bdjo5VMAAAAJ,102203,36897
11,174,103,1195,594,NA,Karl Marx,https://scholar.google.com//citations?hl=en&user=I6dIhHQAAAAJ,304458,103564
12,98,69,286,203,Lancaster University,John Urry,https://scholar.google.com//citations?hl=en&user=0cUV4OEAAAAJ,93787,39009
13,79,44,328,140,University of Bradford,Professor Chrissie Rogers,https://scholar.google.com//citations?hl=en&user=v1sSyF0AAAAJ,63296,18097
14,53,49,72,67,Microsoft,Duncan J Watts,https://scholar.google.com//citations?hl=en&user=LhOAiXMAAAAJ,88348,37404
15,132,87,535,446,University of Groningen,"Ormel, Johan (Hans)",https://scholar.google.com//citations?hl=en&user=GMREZbsAAAAJ,75478,35662
16,126,83,440,301,Princeton University,Douglas S. Massey,https://scholar.google.com//citations?hl=en&user=T758DcgAAAAJ,85706,31244
17,88,68,199,156,King's College London,Nikolas Rose,https://scholar.google.com//citations?hl=en&user=S8KKJMMAAAAJ,87417,35918
18,111,81,382,273,"Institute of Education, University of London",Stephen Ball,https://scholar.google.com//citations?hl=en&user=-N2TGKMAAAAJ,76671,34031
19,87,40,242,104,NA,Seymour Martin Lipset,https://scholar.google.com//citations?hl=en&user=ey1py2IAAAAJ,75952,17990
20,78,53,217,141,London School of Economics and Political Science,Craig Calhoun,https://scholar.google.com//citations?hl=en&user=5sfThRcAAAAJ,67982,25105
21,48,33,74,51,NA,George Herbert Mead,https://scholar.google.com//citations?hl=en&user=cPN5-9cAAAAJ,62825,16798
22,85,53,196,133,University of North Carolina at Chapel Hill,Howard E. Aldrich,https://scholar.google.com//citations?hl=en&user=Z9VD6-AAAAAJ,59788,19371
23,120,70,267,191,UNC-CH,"Glen H. Elder, Jr.",https://scholar.google.com//citations?hl=en&user=9dQbilMAAAAJ,61185,21153
24,93,74,206,167,Yale University,Nicholas A. Christakis,https://scholar.google.com//citations?hl=en&user=sR_OzkgAAAAJ,50071,26096
25,68,36,122,74,NA,Paul Lazarsfeld,https://scholar.google.com//citations?hl=en&user=0CmGATYAAAAJ,50934,13699
26,60,40,105,78,duke university,Nan Lin,https://scholar.google.com//citations?hl=en&user=HpqAmUcAAAAJ,52259,19537
27,71,38,242,111,NA,Ernest Gellner,https://scholar.google.com//citations?hl=en&user=0L3inr0AAAAJ,57678,15076
28,76,46,212,106,"University of California, Berkeley",Peter Evans,https://scholar.google.com//citations?hl=en&user=J27wOrMAAAAJ,54221,15904
29,37,29,54,37,NA,Harvey Sacks,https://scholar.google.com//citations?hl=en&user=V3CRcrYAAAAJ,56913,17022
30,93,64,168,146,Auburn University,Gregory S. Pettit,https://scholar.google.com//citations?hl=en&user=Cbl_6yUAAAAJ,42565,14789
31,83,50,166,113,NA,John goldthorpe,https://scholar.google.com//citations?hl=en&user=1FgS9pkAAAAJ,40397,12419
32,60,31,142,61,NA,Morris Janowitz,https://scholar.google.com//citations?hl=en&user=gK2ku3IAAAAJ,33257,8052
33,72,48,233,139,NA,John Scott,https://scholar.google.com//citations?hl=en&user=381i0FIAAAAJ,40993,16160
34,42,29,58,47,Virginia Tech,Michael Hughes,https://scholar.google.com//citations?hl=en&user=gRFNDFwAAAAJ,37867,9069
35,73,56,164,120,University of Oxford,Tom Snijders,https://scholar.google.com//citations?hl=en&user=xqefLxQAAAAJ,39585,18790
36,72,46,169,101,"University of California, Irvine",Rubén G. Rumbaut,https://scholar.google.com//citations?hl=en&user=laF6r2QAAAAJ,39293,13607
37,81,56,271,199,Scuola normale superiore,Donatella Della Porta,https://scholar.google.com//citations?hl=en&user=utI_trMAAAAJ,32735,16064
38,96,54,463,324,University of Victoria,Wolff-Michael Roth,https://scholar.google.com//citations?hl=en&user=_GvuzdsAAAAJ,34546,13155
39,64,39,114,83,Marquette University,James A Holstein,https://scholar.google.com//citations?hl=en&user=MzRJdvIAAAAJ,31024,11896
40,72,44,154,96,University of North Carolina,Arne L. Kalleberg,https://scholar.google.com//citations?hl=en&user=A3B90V8AAAAJ,30862,11675
41,72,43,254,161,European University Institute,Hans-Peter Blossfeld,https://scholar.google.com//citations?hl=en&user=F0kCgy8AAAAJ,29778,9471
42,40,26,63,43,NA,Robert E. Park,https://scholar.google.com//citations?hl=en&user=1Y0lHWEAAAAJ,27171,7906
43,72,53,192,146,University of New South Wales,Deborah Lupton,https://scholar.google.com//citations?hl=en&user=eUTSClMAAAAJ,29593,13408
44,40,30,63,45,Duke,Sim B Sitkin,https://scholar.google.com//citations?hl=en&user=MNXGDy8AAAAJ,27113,10786
45,46,26,85,52,NA,Michael Gottfredson,https://scholar.google.com//citations?hl=en&user=nI8NgkQAAAAJ,26649,9059
46,57,45,324,239,NA,Dr. Ashwin Kumar,https://scholar.google.com//citations?hl=en&user=REQmqk0AAAAJ,27453,19457
47,63,41,117,88,NA,Richard Alba,https://scholar.google.com//citations?hl=en&user=OTbb8b8AAAAJ,27189,9813
48,46,32,110,71,CBS,Paul  Du Gay,https://scholar.google.com//citations?hl=en&user=6JV72_oAAAAJ,26280,9118
49,61,40,158,91,Cardiff University,Collins Harry,https://scholar.google.com//citations?hl=en&user=mRVsEgkAAAAJ,26232,8979
50,36,32,48,40,University of Pennsylvania,Annette Lareau,https://scholar.google.com//citations?hl=en&user=wzzVOIoAAAAJ,25688,11748
51,64,49,231,144,University of Oxford,Simon Marginson,https://scholar.google.com//citations?hl=en&user=U-OYylAAAAAJ,22774,11024
52,83,38,342,162,National Development and Research Institutes,Samuel R Friedman,https://scholar.google.com//citations?hl=en&user=bQwCIGQAAAAJ,25151,5867
53,41,22,62,33,NA,Ernest Burgess,https://scholar.google.com//citations?hl=en&user=H8lJDC8AAAAJ,23850,6104
54,69,49,194,129,LSE,Mike Savage,https://scholar.google.com//citations?hl=en&user=9r4Ase4AAAAJ,23717,11889
55,73,54,137,112,University of Cambridge,Diane Reay,https://scholar.google.com//citations?hl=en&user=1RSzj0sAAAAJ,23543,11189
56,37,19,64,30,NA,Richard Cloward,https://scholar.google.com//citations?hl=en&user=Bui2E3cAAAAJ,22952,4637
57,63,46,475,340,"University of California, Irvine",Yang Haiou,https://scholar.google.com//citations?hl=en&user=J-_QCTUAAAAJ,22764,13748
58,30,29,36,34,NA,Burhan Bungin,https://scholar.google.com//citations?hl=en&user=uZZFJ-0AAAAJ,22721,17909
59,69,47,101,75,"University of Texas, Austin",John Mirowsky,https://scholar.google.com//citations?hl=en&user=zFVAAG4AAAAJ,22185,7441
60,49,44,68,60,Northwestern University,James Mahoney,https://scholar.google.com//citations?hl=en&user=mKoUY5IAAAAJ,21780,11840
61,65,59,194,187,Bocconi University,David Stuckler,https://scholar.google.com//citations?hl=en&user=W03REUoAAAAJ,22065,16539
62,44,27,112,72,NA,Chih-Wei Hsu,https://scholar.google.com//citations?hl=en&user=ShXvnv8AAAAJ,21611,9776
63,60,42,140,92,NA,Katherine S. Newman,https://scholar.google.com//citations?hl=en&user=G6AU93AAAAAJ,21520,8775
64,48,34,84,63,Stanford University,Francisco Ramirez,https://scholar.google.com//citations?hl=en&user=2X-jYMcAAAAJ,20943,7644
65,45,26,92,51,NA,W.I. Thomas,https://scholar.google.com//citations?hl=en&user=cAt1_psAAAAJ,20634,5667
66,61,42,144,109,Brunel University,Clive Seale,https://scholar.google.com//citations?hl=en&user=Go8lz4oAAAAJ,20759,8938
67,38,26,57,37,University of Oregon,Joan Acker,https://scholar.google.com//citations?hl=en&user=3d773w0AAAAJ,20545,8211
68,75,47,179,131,Rutgers University,Helene Raskin White,https://scholar.google.com//citations?hl=en&user=OS2NHLYAAAAJ,20594,7937
69,66,36,171,89,European University Institute,Martin Kohli,https://scholar.google.com//citations?hl=en&user=2DDQ4cwAAAAJ,20472,5958
70,53,36,120,74,Lancaster University,S Walby,https://scholar.google.com//citations?hl=en&user=n2B7qm0AAAAJ,20014,7393
71,61,37,163,101,Duke University,K C Land,https://scholar.google.com//citations?hl=en&user=MpgBHk8AAAAJ,19372,6441
72,78,53,224,161,London School of Hygiene and Tropical Medicine,Carl May,https://scholar.google.com//citations?hl=en&user=NSME6xEAAAAJ,19306,10375
73,54,41,97,77,Columbia University,Bruce Western,https://scholar.google.com//citations?hl=en&user=nmhROwkAAAAJ,18708,9876
74,49,32,80,58,NA,Dalton Lewis,https://scholar.google.com//citations?hl=en&user=qoC7UH4AAAAJ,19289,4717
75,60,39,126,86,university of manchester,alan warde,https://scholar.google.com//citations?hl=en&user=9N0Au5kAAAAJ,18062,8456
76,38,34,69,54,NA,James M. Jasper,https://scholar.google.com//citations?hl=en&user=rkgT4VgAAAAJ,16477,8453
77,33,26,49,37,University of Michigan,Wayne Baker,https://scholar.google.com//citations?hl=en&user=H9w-6tcAAAAJ,16000,5736
78,54,37,100,75,University of Wisconsin-Madison,Adam Gamoran,https://scholar.google.com//citations?hl=en&user=pGk5WGgAAAAJ,17309,6042
79,47,38,73,63,columbia university,peter bearman,https://scholar.google.com//citations?hl=en&user=sfaRGkUAAAAJ,18246,7327
80,58,43,122,91,NA,Toshio Yamagishi,https://scholar.google.com//citations?hl=en&user=W_U0u6cAAAAJ,17253,6842
81,45,35,76,58,NA,beverley skeggs,https://scholar.google.com//citations?hl=en&user=gpMWciYAAAAJ,17060,8303
82,46,28,73,49,Cornell University,Douglas D. Heckathorn,https://scholar.google.com//citations?hl=en&user=K6_SR54AAAAJ,16796,7333
83,36,28,67,44,Columbia University,Andreas Wimmer,https://scholar.google.com//citations?hl=en&user=2q4bmJMAAAAJ,14912,8667
84,58,37,115,85,Oregon State University,Alan Acock,https://scholar.google.com//citations?hl=en&user=2lZZgJMAAAAJ,15807,6970
85,59,38,122,88,Purdue University,Kenneth F. Ferraro,https://scholar.google.com//citations?hl=en&user=X9pyLOMAAAAJ,15542,6122
86,36,22,50,30,NA,Donald Cressey,https://scholar.google.com//citations?hl=en&user=EUKxZzUAAAAJ,15324,4812
87,50,31,108,66,"University of California, Santa Barbara",Jan Nederveen Pieterse,https://scholar.google.com//citations?hl=en&user=k2opPPwAAAAJ,15052,5014
88,66,33,210,80,NA,James Inciardi,https://scholar.google.com//citations?hl=en&user=q5810AUAAAAJ,15012,3439
89,42,30,56,47,University of Arizona,Joseph Galaskiewicz,https://scholar.google.com//citations?hl=en&user=vGTNouAAAAAJ,15009,5121
90,51,36,354,214,NA,Mussarat Husssain Khan Dreshak,https://scholar.google.com//citations?hl=en&user=w1vdUrcAAAAJ,15591,8934
91,55,27,87,48,Vanderbilt University,Walter Gove,https://scholar.google.com//citations?hl=en&user=VTAz-U0AAAAJ,14667,2231
92,34,21,62,41,University College Dublin,Stephen Mennell,https://scholar.google.com//citations?hl=en&user=ZMApUVMAAAAJ,14867,5135
93,55,46,137,114,Princeton University,Yu Xie,https://scholar.google.com//citations?hl=en&user=yF9AT-4AAAAJ,14335,7542
94,59,40,176,125,Cornell University,Karl Pillemer,https://scholar.google.com//citations?hl=en&user=cpuxaDsAAAAJ,14341,5455
95,58,39,105,80,Spanish National Research Council,Luis Moreno Fernández,https://scholar.google.com//citations?hl=en&user=lM2vXGoAAAAJ,14023,5191
96,51,34,320,201,NA,Satheesh Kumar,https://scholar.google.com//citations?hl=en&user=rbNItAIAAAAJ,14884,8667
97,57,37,148,95,NA,Richard Harper,https://scholar.google.com//citations?hl=en&user=RGVGixkAAAAJ,13825,5064
98,62,39,192,138,London School of Hygiene and Tropical Medicine,Tim Rhodes,https://scholar.google.com//citations?hl=en&user=TnAtWHAAAAAJ,14714,6642
99,25,17,31,18,NA,Edwin Sutherland,https://scholar.google.com//citations?hl=en&user=Hw68N5kAAAAJ,13711,4321
100,38,17,84,26,NA,Albert K. Cohen,https://scholar.google.com//citations?hl=en&user=_GMxJzEAAAAJ,13686,2702
101,38,34,66,60,Drexel University,Mimi Sheller,https://scholar.google.com//citations?hl=en&user=l0UF2FoAAAAJ,13688,8530
102,57,42,102,95,Bowling Green State University,Peggy C. Giordano,https://scholar.google.com//citations?hl=en&user=cPCHycsAAAAJ,13542,6200
103,48,34,116,80,Freie Universität Berlin,Juergen Gerhards,https://scholar.google.com//citations?hl=en&user=qgZ7mMkAAAAJ,13259,4891
104,46,24,107,45,NA,"James F. Short, Jr.",https://scholar.google.com//citations?hl=en&user=5qrjD64AAAAJ,13689,3035
105,18,11,22,13,NA,Gresham Sykes,https://scholar.google.com//citations?hl=en&user=7lBXR6MAAAAJ,13185,4704
106,33,25,42,36,Stockholm university,Jon Norberg,https://scholar.google.com//citations?hl=en&user=SCvbMCUAAAAJ,12804,6797
107,34,19,58,28,"University of California, Riverside",Edna Bonacich,https://scholar.google.com//citations?hl=en&user=LkYgluQAAAAJ,12705,2978
108,59,45,119,107,Bowling Green State University,Wendy  Manning,https://scholar.google.com//citations?hl=en&user=n7EP8qUAAAAJ,12312,5614
109,43,38,64,60,Stanford University,Sarah A. Soule,https://scholar.google.com//citations?hl=en&user=u_jPc_wAAAAJ,12204,6532
110,56,29,175,83,Georgetown University,William Clyde Wilcox,https://scholar.google.com//citations?hl=en&user=WVEqB8cAAAAJ,12177,3470
111,42,34,83,61,NA,Pedro Noguera,https://scholar.google.com//citations?hl=en&user=8z4YFq0AAAAJ,12167,6619
112,8,6,8,6,NA,Clifford Shaw,https://scholar.google.com//citations?hl=en&user=HgO93EUAAAAJ,12125,3886
113,43,27,73,46,University of New Mexico,Maggie OR Margaret Werner Washburne,https://scholar.google.com//citations?hl=en&user=mFvETvwAAAAJ,12780,3771
114,54,37,151,113,TU Berlin,Hubert Knoblauch,https://scholar.google.com//citations?hl=en&user=A3mXPFYAAAAJ,12721,6198
115,53,40,111,80,Bocconi University,Francesco C. Billari,https://scholar.google.com//citations?hl=en&user=-JR6yo4AAAAJ,11909,6021
116,44,39,77,70,NA,Tim Edensor,https://scholar.google.com//citations?hl=en&user=GSHnIjQAAAAJ,11884,7075
117,32,24,43,29,University of Virginia,Donald Black,https://scholar.google.com//citations?hl=en&user=Hk-HRwEAAAAJ,11853,3048
118,52,26,143,62,University of Central Florida,James D. Wright,https://scholar.google.com//citations?hl=en&user=sgFgZM4AAAAJ,11789,2914
119,33,26,53,39,Helmut-Schmidt-Universität,Udo Kelle,https://scholar.google.com//citations?hl=en&user=eBGkpmUAAAAJ,11775,4827
120,53,29,109,52,NA,Mihail Cernea,https://scholar.google.com//citations?hl=en&user=KYem0XkAAAAJ,11727,3349
121,52,25,141,61,University of Central Florida,James D. Wright,https://scholar.google.com//citations?hl=en&user=p35jrK8AAAAJ,11696,2860
122,44,30,301,144,NA,Jashandeep Singh(Jashan Kheiva),https://scholar.google.com//citations?hl=en&user=q05AHrcAAAAJ,11790,5649
123,43,30,92,64,University of Sheffield,Rowland Atkinson,https://scholar.google.com//citations?hl=en&user=ZQYHdoYAAAAJ,11389,5840
124,54,39,129,101,Vrije Universiteit Amsterdam,Theo G. van Tilburg,https://scholar.google.com//citations?hl=en&user=VVoZ-ZIAAAAJ,11245,5467
125,36,31,50,45,University of Vermont,Peter Sheridan Dodds,https://scholar.google.com//citations?hl=en&user=xK3kOxQAAAAJ,11674,6128
126,38,34,63,55,Duke University,James Moody,https://scholar.google.com//citations?hl=en&user=sF0O-pIAAAAJ,11322,5435
127,52,38,120,106,NA,Martijn Huisman,https://scholar.google.com//citations?hl=en&user=hxFizlkAAAAJ,11330,5908
128,46,34,110,76,Universitat de Barcelona,Ramon Flecha,https://scholar.google.com//citations?hl=en&user=8-CobkIAAAAJ,10913,5154
129,44,35,125,82,NA,Arjen van Witteloostuijn,https://scholar.google.com//citations?hl=en&user=KS-ZIUQAAAAJ,11310,6135
130,30,25,376,219,NA,DEEPAK SHARMA,https://scholar.google.com//citations?hl=en&user=XCeZBpsAAAAJ,10910,7303
131,39,26,67,48,University of Bristol,Wendy Larner,https://scholar.google.com//citations?hl=en&user=2TnS9BwAAAAJ,10591,4414
